sample	STARGenomeName	R1	R2	Strandedness	old.sample.name	Experiment	cell.type	libType	Treatment	dose.nM	rep	color	ExperimentAlias
7_LCL_polyA_Combination.SM74.100.B.100_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-1_L001_ds.3092d13f56884e82be133c663fa761e9/Bran-100-74-100-1_S8_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-1_L001_ds.3092d13f56884e82be133c663fa761e9/Bran-100-74-100-1_S8_L001_R2_001.fastq.gz	RF	Bran-100_74-100-1	7	LCL	polyA	Combination_SM74_100_B_100	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.100_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-1_L002_ds.18fb800b9740427bbe8611c280ca0085/Bran-100-74-100-1_S8_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-1_L002_ds.18fb800b9740427bbe8611c280ca0085/Bran-100-74-100-1_S8_L002_R2_001.fastq.gz	RF	Bran-100_74-100-1	7	LCL	polyA	Combination_SM74_100_B_100	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.100_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-2_L001_ds.b8c4d6b36d96450b89cd0a32fcfe8f7b/Bran-100-74-100-2_S9_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-2_L001_ds.b8c4d6b36d96450b89cd0a32fcfe8f7b/Bran-100-74-100-2_S9_L001_R2_001.fastq.gz	RF	Bran-100_74-100-2	7	LCL	polyA	Combination_SM74_100_B_100	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.100_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-2_L002_ds.93d296bf1c13439baf2908a7aec3068a/Bran-100-74-100-2_S9_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-100-2_L002_ds.93d296bf1c13439baf2908a7aec3068a/Bran-100-74-100-2_S9_L002_R2_001.fastq.gz	RF	Bran-100_74-100-2	7	LCL	polyA	Combination_SM74_100_B_100	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-1_L001_ds.7550dbab23694bc7b4f49e7c67df16e0/Bran-400-74-100-1_S10_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-1_L001_ds.7550dbab23694bc7b4f49e7c67df16e0/Bran-400-74-100-1_S10_L001_R2_001.fastq.gz	RF	Bran-400_74-100-1	7	LCL	polyA	Combination_SM74_100_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-1_L002_ds.9b1501c5cd7c4348a32855520f0d47d0/Bran-400-74-100-1_S10_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-1_L002_ds.9b1501c5cd7c4348a32855520f0d47d0/Bran-400-74-100-1_S10_L002_R2_001.fastq.gz	RF	Bran-400_74-100-1	7	LCL	polyA	Combination_SM74_100_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-2_L001_ds.b13dfb8faccb482796ecf4530f6dd6d7/Bran-400-74-100-2_S11_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-2_L001_ds.b13dfb8faccb482796ecf4530f6dd6d7/Bran-400-74-100-2_S11_L001_R2_001.fastq.gz	RF	Bran-400_74-100-2	7	LCL	polyA	Combination_SM74_100_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.100.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-2_L002_ds.570092e838ab45d28412fdb029c4b786/Bran-400-74-100-2_S11_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-100-2_L002_ds.570092e838ab45d28412fdb029c4b786/Bran-400-74-100-2_S11_L002_R2_001.fastq.gz	RF	Bran-400_74-100-2	7	LCL	polyA	Combination_SM74_100_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.0_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-1_L001_ds.935e9e3fc678469a8094ea5d8b4d7bb2/SMSM74-400-1_S6_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-1_L001_ds.935e9e3fc678469a8094ea5d8b4d7bb2/SMSM74-400-1_S6_L001_R2_001.fastq.gz	RF	SMSM74-400-1	7	LCL	polyA	Combination_SM74_400_B_0	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.0_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-1_L002_ds.9db07b6a0a174ed9bf0abd8b7bba4569/SMSM74-400-1_S6_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-1_L002_ds.9db07b6a0a174ed9bf0abd8b7bba4569/SMSM74-400-1_S6_L002_R2_001.fastq.gz	RF	SMSM74-400-1	7	LCL	polyA	Combination_SM74_400_B_0	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.0_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-2_L001_ds.ab2c47a08eaa488ab9f2206b6b0cf43d/SMSM74-400-2_S7_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-2_L001_ds.ab2c47a08eaa488ab9f2206b6b0cf43d/SMSM74-400-2_S7_L001_R2_001.fastq.gz	RF	SMSM74-400-2	7	LCL	polyA	Combination_SM74_400_B_0	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.0_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-2_L002_ds.942705c9424b403bbd2f81b650cfa75e/SMSM74-400-2_S7_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_SMSM74-400-2_L002_ds.942705c9424b403bbd2f81b650cfa75e/SMSM74-400-2_S7_L002_R2_001.fastq.gz	RF	SMSM74-400-2	7	LCL	polyA	Combination_SM74_400_B_0	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.100_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-1_L001_ds.5d13c470e66e40f4ac64f6bd0eb084d3/Bran-100-74-400-1_S12_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-1_L001_ds.5d13c470e66e40f4ac64f6bd0eb084d3/Bran-100-74-400-1_S12_L001_R2_001.fastq.gz	RF	Bran-100_74-400-1	7	LCL	polyA	Combination_SM74_400_B_100	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.100_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-1_L002_ds.c4ab6c8265134fe8a3a10f9cc3b7f323/Bran-100-74-400-1_S12_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-1_L002_ds.c4ab6c8265134fe8a3a10f9cc3b7f323/Bran-100-74-400-1_S12_L002_R2_001.fastq.gz	RF	Bran-100_74-400-1	7	LCL	polyA	Combination_SM74_400_B_100	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.100_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-2_L001_ds.b5300778c6f743e09136edd189ca68cb/Bran-100-74-400-2_S13_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-2_L001_ds.b5300778c6f743e09136edd189ca68cb/Bran-100-74-400-2_S13_L001_R2_001.fastq.gz	RF	Bran-100_74-400-2	7	LCL	polyA	Combination_SM74_400_B_100	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.100_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-2_L002_ds.3725262b0a6f426591d919ef90e084ea/Bran-100-74-400-2_S13_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-100_74-400-2_L002_ds.3725262b0a6f426591d919ef90e084ea/Bran-100-74-400-2_S13_L002_R2_001.fastq.gz	RF	Bran-100_74-400-2	7	LCL	polyA	Combination_SM74_400_B_100	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-1_L001_ds.41d21a1e4c724e73a8e8ed537a268a3d/Bran-400-74-400-1_S14_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-1_L001_ds.41d21a1e4c724e73a8e8ed537a268a3d/Bran-400-74-400-1_S14_L001_R2_001.fastq.gz	RF	Bran-400_74-400-1	7	LCL	polyA	Combination_SM74_400_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-1_L002_ds.05352c41b15e494fa21d49364818c02f/Bran-400-74-400-1_S14_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-1_L002_ds.05352c41b15e494fa21d49364818c02f/Bran-400-74-400-1_S14_L002_R2_001.fastq.gz	RF	Bran-400_74-400-1	7	LCL	polyA	Combination_SM74_400_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-2_L001_ds.cf46e87af5374ea2992f9211b7ee2a0c/Bran-400-74-400-2_S15_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-2_L001_ds.cf46e87af5374ea2992f9211b7ee2a0c/Bran-400-74-400-2_S15_L001_R2_001.fastq.gz	RF	Bran-400_74-400-2	7	LCL	polyA	Combination_SM74_400_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.400.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-2_L002_ds.d62160460e99431f9f9da618c36c0a97/Bran-400-74-400-2_S15_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400_74-400-2_L002_ds.d62160460e99431f9f9da618c36c0a97/Bran-400-74-400-2_S15_L002_R2_001.fastq.gz	RF	Bran-400_74-400-2	7	LCL	polyA	Combination_SM74_400_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_L001_ds.867f6e06337d4093b8eb38b3b830c3c5/DMSO-1_S1_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_L001_ds.867f6e06337d4093b8eb38b3b830c3c5/DMSO-1_S1_L001_R2_001.fastq.gz	RF	DMSO-1_Combination	7	LCL	polyA	DMSO	NA	1	#969696	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_L002_ds.e496050f47954d64b18ef95e6deeffff/DMSO-1_S1_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_L002_ds.e496050f47954d64b18ef95e6deeffff/DMSO-1_S1_L002_R2_001.fastq.gz	RF	DMSO-1_Combination	7	LCL	polyA	DMSO	NA	1	#969696	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_L001_ds.67f02079355143c5bee802fd60f223c8/DMSO-2_S2_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_L001_ds.67f02079355143c5bee802fd60f223c8/DMSO-2_S2_L001_R2_001.fastq.gz	RF	DMSO-2_Combination	7	LCL	polyA	DMSO	NA	2	#969696	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_L002_ds.d0493e9da47546ed8604301b2b4e6737/DMSO-2_S2_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_L002_ds.d0493e9da47546ed8604301b2b4e6737/DMSO-2_S2_L002_R2_001.fastq.gz	RF	DMSO-2_Combination	7	LCL	polyA	DMSO	NA	2	#969696	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-3_L001_ds.8b954f21697b4c63a629decd6a1d05c0/DMSO-3_S3_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-3_L001_ds.8b954f21697b4c63a629decd6a1d05c0/DMSO-3_S3_L001_R2_001.fastq.gz	RF	DMSO-3_Combination	7	LCL	polyA	DMSO	NA	3	#969696	SMSM74_SMSM70_Combination
7_LCL_polyA_DMSO_NA_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-3_L002_ds.ec78203085ac4253bf0547d874c8c964/DMSO-3_S3_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-3_L002_ds.ec78203085ac4253bf0547d874c8c964/DMSO-3_S3_L002_R2_001.fastq.gz	RF	DMSO-3_Combination	7	LCL	polyA	DMSO	NA	3	#969696	SMSM74_SMSM70_Combination
8_SHY5Y_chRNA_Branaplam_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-19_S19_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-19_S19_L006_R2_001.fastq.gz	RF	BF-19	8	SHY5Y	chRNA	Branaplam	31.6	1	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Branaplam_31.6_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-20_S20_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-20_S20_L006_R2_001.fastq.gz	RF	BF-20	8	SHY5Y	chRNA	Branaplam	31.6	2	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Branaplam_31.6_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-21_S21_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-21_S21_L006_R2_001.fastq.gz	RF	BF-21	8	SHY5Y	chRNA	Branaplam	31.6	3	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Branaplam_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-22_S22_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-22_S22_L006_R2_001.fastq.gz	RF	BF-22	8	SHY5Y	chRNA	Branaplam	1000	1	#238B45	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Branaplam_1000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-23_S23_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-23_S23_L006_R2_001.fastq.gz	RF	BF-23	8	SHY5Y	chRNA	Branaplam	1000	2	#238B45	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Branaplam_1000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-24_S24_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-24_S24_L006_R2_001.fastq.gz	RF	BF-24	8	SHY5Y	chRNA	Branaplam	1000	3	#238B45	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_DMSO_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-16_S16_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-16_S16_L006_R2_001.fastq.gz	RF	BF-16	8	SHY5Y	chRNA	DMSO	NA	1	#969696	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_DMSO_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-17_S17_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-17_S17_L006_R2_001.fastq.gz	RF	BF-17	8	SHY5Y	chRNA	DMSO	NA	2	#969696	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_DMSO_NA_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-18_S18_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-18_S18_L006_R2_001.fastq.gz	RF	BF-18	8	SHY5Y	chRNA	DMSO	NA	3	#969696	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_100_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-25_S25_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-25_S25_L006_R2_001.fastq.gz	RF	BF-25	8	SHY5Y	chRNA	Risdiplam	100	1	#9ECAE1	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_100_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-26_S26_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-26_S26_L006_R2_001.fastq.gz	RF	BF-26	8	SHY5Y	chRNA	Risdiplam	100	2	#9ECAE1	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_100_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-27_S27_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-27_S27_L006_R2_001.fastq.gz	RF	BF-27	8	SHY5Y	chRNA	Risdiplam	100	3	#9ECAE1	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_3160_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-28_S28_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-28_S28_L006_R2_001.fastq.gz	RF	BF-28	8	SHY5Y	chRNA	Risdiplam	3160	1	#2171B5	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_3160_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-29_S29_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-29_S29_L006_R2_001.fastq.gz	RF	BF-29	8	SHY5Y	chRNA	Risdiplam	3160	2	#2171B5	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_chRNA_Risdiplam_3160_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-30_S30_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-30_S30_L006_R2_001.fastq.gz	RF	BF-30	8	SHY5Y	chRNA	Risdiplam	3160	3	#2171B5	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_polyA_Branaplam_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-04_S4_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-04_S4_L006_R2_001.fastq.gz	RF	BF-04	8	SHY5Y	polyA	Branaplam	31.6	1	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_polyA_Branaplam_31.6_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-05_S5_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-05_S5_L006_R2_001.fastq.gz	RF	BF-05	8	SHY5Y	polyA	Branaplam	31.6	2	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_polyA_Branaplam_31.6_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-06_S6_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-06_S6_L006_R2_001.fastq.gz	RF	BF-06	8	SHY5Y	polyA	Branaplam	31.6	3	#A1D99B	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_polyA_Branaplam_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-07_S7_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-07_S7_L006_R2_001.fastq.gz	RF	BF-07	8	SHY5Y	polyA	Branaplam	1000	1	#238B45	SHY5Y_BranaRisdi_polyA_naRNA
8_SHY5Y_polyA_Branaplam_1000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-08_S8_L006_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231215_SHY5YBranaRisdiplasm/YL-BF-30s-BF-08_S8_L006_R2_001.fastq.gz	RF	BF-08	8	SHY5Y	polyA	Branaplam	1000	2	#238B45	SHY5Y_BranaRisdi_polyA_naRNA
